username,timestamp,tweet,retweetcount,lon,lat,country,name,address,type,placeURL
TSamrani,41673.39306,RT @MarkJWeather: 6 MORE WEEKS OF WINTER? Did you know Groundhogs can tread water for up to 3 hours? Then add peas & carrots and bring to a,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
gg_too,41673.39306,Sweater Weather,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
faabalexia,41673.39306,baseball or football player ill say yes ayy,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
4thAnon,41673.39306,US playing double game on Syria http://t.co/7S1c8mkd4r does @johnkerry want to start WWIII as the Olympic Games begin?,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
nickliewky,41673.39306,RT @NatAsasi: artikel saya berkenaan Kajang: Ketandusan ketelusan & demokrasi dalam PKR - http://t.co/yjISvtQjHk,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
ilovegolla,41673.39306,RT @Mikey15Carrillo: Quiero empezar un prank war.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
mfox11,41673.39306,@weknowwhatsbest Hillary tweets while watching Fox news. She demonstrates her phone & pen are ready to answer 3AM call to Whitehouse. #2016,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
LbrarianBooker,41673.39306,Yo @Close2myDreams and @yours_truly4 check out your boy J-Lo the Hefty Lefty lookin good out there! http://t.co/PUI96hh8Lk,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
ellaaaa_cronin,41673.39306,RT @FunnyPicsDepot: Superbowl in one picture http://t.co/EMRxcT20oB,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
WarrenNagatani,41673.39306,Build your own custom bike at @republicbike #bike http://t.co/HENeo3lOPy,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Darrensept,41673.39306,Headed up to strathmore this weekend. Going to be 1500 richer when I come back. Got my bike sold,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
KianaJB5804,41673.39306,Go download the @KicksOnFire app for sneaker news & release dates! http://t.co/eh3cFdW9H7 #KoFappl http://t.co/NcV63tGIR1,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
BreezyNvaSleezy,41673.39306,I hate how he drives in the snow. He think nothin bad could ever happen to him,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
restatesz23eDen,41673.39306,Jobless face increased heaattack risk BBC BBC News Jobless face increased heaattack,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
KrBaseballNews,41673.39306,",   ' '..   http://t.co/xEbzGTM7Jn",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
gonntigonnta,41673.39306,RT @TetsuoNomoto: # : http://t.co/VVxC9TQblU,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
DaniiUgalde1D,41673.39306,"RT @sandybeales: Saw the Superbowl show from @BrunoMars True performance, old school entertainment @jamareoartis smashing it as always http",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
NGourd,41673.39306,RT @IBTimesUK: A man was caught on CCTV having sex with a store mannequin after breaking into a shopping mall in #Brazil http://t.co/2CtWyA,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
hurricanesports,41673.39306,Want National Signing Day news as soon as it becomes official? Sign up here for text alerts: http://t.co/RIXSdPIUD0,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
desaivishal11,41673.39306,Wall Street Market Report http://t.co/f8L2I012q1 #news,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Girl4RandyOrton,41673.39306,Missing the Rumble pay per view is like missing Christmas for me!,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
kingwonton,41673.39306,RT @MyDickIsCalled: My dick is called Seahawks Bandwagon because a lot of people are going to be riding it this year.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
cargiaco14,41673.39306,@FayFay_1231 seriously if we have a snow day.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Johnathan_Parr,41673.39306,What even are the Winter Olympics?,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Rec_Fiend,41673.39306,RT @JarrodRippy: @Rec_Fiend: I didn't even have a Valentine last year  Ol last Christmas I gave you my heart head mf! ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
BarbieeBITCH_,41673.39306,"and I will love you baby, sun or rain",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Claricevtbv,41673.39306,@_Essie__ i love his bike http://t.co/3bE5X5Byur,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
AvilaStu,41673.39306,Go download the new @KicksOnFire app for sneaker news and release dates!http://t.co/BNUVt84GZc http://t.co/diSt9OyYq9,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
arachunnn,41673.39306,RT @MoySayss: ara would whine about having a snow day smdh,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
jessicafunk2014,41673.39306,Were getting more snow.  I can't take much more.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Gossip_Dawg,41673.39306,Zac Efron Was on a Six-Week Liquid Food Diet After Breaking His Jaw: &quot;I Lost Like 10-12... http://t.co/BgOWBJTcnB #JimmyKimmelLive,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
PrevodiNaPesni,41673.39306,Reba Mcentire - Love Needs A Holiday    http://t.co/6IOhPCXqdM,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
ShiftSolutions,41673.39306,"Shifting Solutions Tim Cook lands in Turkey, could he be planning an iPad deal?: While the CEO's visit is time... http://t.co/S5JJQ4PiZ6",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
cdotmalone,41673.39306,Another foot of snow coming wednesday.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
xoxo_chells,41673.39306,RT @PrincessIleeen: I wanna go hiking tomorrow  ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
CarlBeviere,41673.39306,RT @ChatmeleonEN: [Read] Check out the the Top 5 Social Media News at 1:34 from our social media favourites websites. Enjoy! http://t.co/ug,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
AgosVenezia,41673.39306,Bruno Mars and The Red Hot Chili Pepper's Superbowl Halftime Show. http://t.co/oSuqnjSOkA http://t.co/K8YZYKUWWi,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
RafaOrtizG,41673.39306,"Wind 14.9 km/h ESE. Barometer 1006.0 mb, Falling slowly. Temperature 5.1 C. Rain today 0.0 mm. Humidity 89%",0,-100.7672222,28.41972222,M‚xico,"Nava, Coahuila de Zaragoza",Unknown,city,https://api.twitter.com/1.1/geo/id/866b42c1ba3d4e05.json
brownrescue89,41673.39306, UNO (B7696)Amazonhttp://t.co/53cy2RRDVj,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
dyosuhsishand,41673.39306,"RT @rihannafanszone: Everyone who likes to international football, that we need his opinion please. Have they seen my last tweet.",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
gayphoneop,41673.39306,I'm gonna make an appointment for the dentist on Wednesday Better than going to that damn Seahawks parade! I hope I have a cavity!,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
LightJapanNewsU,41673.39306, http://t.co/r6FjSf03HJ ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
brownemikey99,41673.39306,  ! &&lt;&gt;131 Amazonhttp://t.co/NDLfd8hKCv,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
R_Thompson10,41673.39306,RT @runnersworld: Former 300-pound NFL lineman Alan Faneca ran a 3:56 marathon yesterday: http://t.co/QRCCk7wbjQ #RnRNOLA http://t.co/iTBuX,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
MimCityy,41673.39306,"@SnacksOJacks math intertwines with everything, my professor tracked weather for the government using integral algorithms",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
JoshuaSafran,41673.39306,@amazingdancing @StevenSirbu No inclement weather or passage of time could've kept me away!,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
UticaComets,41673.39306,RT @brendanmburke: School day game tomorrow in Chicago. 12 PM ET start time. Hope the snow holds off here or the arena may be completely em,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
cyanemikey97,41673.39306,ACTIVE DANCE   /  - ACTIVE DANCE 110cm... Amazonhttp://t.co/dIAKOzJc7S,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
SawtellWeather,41673.39306,"Sawtell Temperature 25.5c, Wind ESE 7  knots, Rain 0.00 in, Humidity 74%, Dewpoint 20.5",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
YahooHolley,41673.39306,RT @CloydRivers: That groundhog says we got 6 more weeks of winter. Wish we only had 6 more weeks of Obama. Merica.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Syamsoulnezam,41673.39306,T-shirt / Riding Pant / Rain Coat From RM15Wechat id: Soul_Dsign84Whatsapp: 0123950423Fanspage:... http://t.co/KZzp4stZhy,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
kiminsj,41673.39306,@ozoneinq: St. Joseph's Prep will open the 2014 football season vs. Chicago's Mt. Carmel on Aug. 31 at Toyota Park. http://t.co/lbCJ5PHLKc,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
imnaaomi_,41673.39306,#NW Superbowl  Bruno Mars gre de fouuu  http://t.co/KlkKOq1bWd,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
kaikomemiso,41673.39306,!!!9-31/3+1.http://t.co/7DpUfCtwpd,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
dholden503,41673.39306,RT @NlKE_GIVEAWAYS: Free Lebron X's?1) RT 2) follow me3) follow @DriveOfAthletes Winner will be announced when we hit 5k followers! htt,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
yuikinositaa,41673.39306,SUSU    YO-BK SA-026Amazonhttp://t.co/9klqhnlqSy,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
MsTreasureChest,41673.39306,Next month is Spring. I have a feeling I will see a lot of pregnant women this year. We had too many snow days this year...,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
news_hockeykz,41673.39306,#KAZ #  -       http://t.co/tg7WUD4ORw,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
quequewhat13,41673.39306,"RT @Natsal13: BREAKING: Convicted murderer, Michael David elliot who escaped from a Michigan Penitentiary has been captured in LaPorte Co.",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Dorthagnmy,41673.39306,"Canon BP-819 Lithium Ion Battery Pack for HF10, HF100 HF S & HF M Camcorders (Retail Packaging) http://t.co/fN4zWXSwfB",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
AgosMansilla1,41673.39306,"My first wish is to see this plague of mankind, war, banished from the earth. George Washington",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
kcvojim,41673.39306,"@AprilHartsook April, which leg do you find hardest in a Triathlon. Swimming is hard... #swirlchat",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
mamahivebuzz,41673.39306,RT @Newhouse007: That poor groundhog was really overshadowed by everything in the news today. #seewhatididthere #fb,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
rechanrp,41673.39306,RT @NlKE_GIVEAWAYS: Free Lebron X's?1) RT 2) follow me3) follow @DriveOfAthletes Winner will be announced when we hit 5k followers! htt,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
keithtower11,41673.39306,Pt 2 of Seahawks interview...this is excellent!...http://t.co/cAMsusvTXi,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
cubidess_,41673.39306,This news has made my whole week ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Tiagofs11,41673.39306,"Qnt ao seahawks, eu acertei o meu palpite, s  achava q ia ser to fcil, eu s vi uma OL e uma DL tds do seahawks",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
megumiitoa,41673.39306, 02Amazonhttp://t.co/ttAPJQnDjE,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
weiipepo,41673.39306,(#weiipepo) Seahawks Ready to Start Work on Super Bowl Defense: Super Bowl-winning coach Pete Carr... http://t.co/mWAgzavfPC (#weiipepo),0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
rachelpreston28,41673.39306,It's supposed to rain tomorrow during superlative pictures so are we making this into a seductive rain model shoot or nah,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
UM_ASUM,41673.39306,"RT @UMPrez: Notice is out, @Mizzou will be closed tomorrow. Stay safe and warm as the winter storm comes to mid Missouri.",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Davitocode,41673.39306,"RT @FrankLampardUK: MAIL: ""Put skis on Hazard and he could win gold at the Winter Olympics!"" http://t.co/nEiG0L8b2s",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
NFronkinstein,41673.39306,Frank Ocean is so perf,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
McDirection14,41673.39306,"RT @sandybeales: Saw the Superbowl show from @BrunoMars True performance, old school entertainment @jamareoartis smashing it as always http",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
caitlitt,41673.39306,"@tylerrjoseph, do u still rock that flower robe at concerts? Christmas present. @twentyonepilots in Lincoln, NE. Yes. http://t.co/gGraYmLjE9",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
fer_rosas2,41673.39306,"@polo_polo: Que pinchurriento estuvo el superbowl, pinche, aburrido... le dieron un baro a los de denver /ojala t contraten el prox ao",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
sal05,41673.39306,Don't bring me no bad news!!!!,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Dorthagnmy,41673.39306,BenQ MX819ST 3000 ANSI Lumens XGA SmartEco Short Throw 3D Projector http://t.co/cIQHpJmIit,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
MischievousLo,41673.39306,@StoryBookWendy What do you mean? I am simply speaking to you about the subject. Breaking through if you will...you say you would not-,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
neikaTOOmuch,41673.39306,RT @whiotv: Wondering how much snow we're going to get? http://t.co/t1zTyNqktL http://t.co/EWrn2EUvud,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
WestAugusta,41673.39306,@Gman5769 @200hpdi @StackSr11 I expect some of the young will die if we get another hard snow.  It happens here. Coyotes will eat well.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
efif1,41673.39306,"RT @DoniJoszef: If women can wear tefillin, can they also shovel the snow?",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
matthew9670,41673.39306,RT @MARYMCDONALDINC: Let's brighten up dreary Winter days by adding a splash of color to our lives. #SplashOfColor #52WeeksofMary http://t.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
AmySenn,41673.39306,RT @RenaeXX3: The things I would do for a warm chocolate chip cookie from panera right now ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
ohbyungchul,41673.39306,"RT @congjee:    RT @nahnews:   ,      _ 3   600   _   10   http://t.co/FOA3k",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
IvyNigah,41673.39306,RT @YR_JasmarieM: I feel like breaking down..,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
cyerra18,41673.39306,I am goin to cry if we get more than 6 inches of snow,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Greenleafmag,41673.39306,@PromoEveryWhere  HEY FAM! Tune in to Green Leaf News 10:30pm est 714-868-0228  http://t.co/yeo1ij1u39  Woman Strangled By Own Scarf,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
heathertolvay,41673.39306,apparently we might have a snow day on wednesday too lol,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
jennifer_howes,41673.39306,@Glass_Porn: Tornado Bong http://t.co/luPg8Clk21Dopeee,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
e_man,41673.39306,Jets fans capture the action with Panasonic #Jets http://t.co/p7pEbNygTm,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
kyleenjoan,41673.39306,#SuperBowl was clearly rigged.,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Dorthagnmy,41673.39306,"Ergodyne ProFlex 819OD Thermal Gauntlet Gloves with Out Dry, Black http://t.co/St2OcFmpTf",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
AliciaaSimmons,41673.39306,RT @jake_hoke: @AliciaaSimmons @JordanMatthew7 lmao your guys are my whole news feed,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
TaeFord_23,41673.39306,RT @Stephani__Marie: It's a tad late but S/O to @TaeFord_23 for helping my clean the snow off my car this weekend!  #SuchAGentleman,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
DherinPutry,41673.39306,Rain again sleep again (=,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
BennyThomas18,41673.39306,Outdoor Sketching-pastel on color paper http://t.co/v7fJ1fahQQ via @wordpressdotcom,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
news_juventus,41673.39306,"Calciomercato Inter, news al 4 febbraio 2014: Mazzarri, Vidic ... - The Blasting News http://t.co/wGwgLpoTkx",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
evaju13ju,41673.39306,"RT @sandybeales: Saw the Superbowl show from @BrunoMars True performance, old school entertainment @jamareoartis smashing it as always http",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
drxwcocaine,41673.39306,only miss the sun when it starts to snow,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
BrantfordWthr,41673.39306,"RT @WayneGretzkySC: Valentines Party-Drop off the kids & go on a date! Pizza, crafts, gym & swim! $15 5-9pm 7-12 yrs Fri Feb 14. Online reg",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
XDOUGLAS__,41673.39306,RT @Ashes_Nguyen: Why is valentines even a holiday?,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
HoesLove_Kel,41673.39306,RT @gvlddvllas: welp I fucked it up for Camp lastnight http://t.co/yT7DCNcYeL,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
Britnizz6ZN,41673.39306,Fashion Jewelry - JEWEL CHRISTMAS ORNAMENT BROOCH - By Fashion Destination  Free Shipping (As): Shop latest F... http://t.co/X4aWKkHfs7,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
_jasondizon,41673.39306,Shit. Have to beat the rain,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
sebasthebro,41673.39306,RT @GoPro: Watch the incredible story behind our space jump #SuperBowl commercial here: http://t.co/8JbClsWboZ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
vitalstmor,41673.39306,RT @filmonlive: MMA Update: UFC 169 sets record  TVMIX Live TV News http://t.co/Rd2GeOFtzQ via @tvmixusa,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
LaGirl78,41673.39306,"RT @cajunhumor: Air conditioner last night, sitting by the fire tonight.  Louisiana's bi-polar weather is getting on my last nerve.",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
bonefont4life,41673.39306,"@esurance What a flood storm of tweets! Very exciting. Life is good, but $1.5mil extra can't hurt. Lol #esurancesave30",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
melbalanzar,41673.39306,@OswaldoMCFC ya tengo el chocolate sabor caf ;),0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
misscvietnam,41673.39306,Incredibly good deal on a luxury break to Vietnam via @secret_escapes http://t.co/jVrQfevJkf,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
NBPS_SG,41673.39306,"RT @carolinatorrens: YO NB : this week is the last full week to order your VALENTINES DAY GRAMS! Roses, balloons, homemade cookies AND ch",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
velizaloves1D,41673.39306,"RT @sandybeales: Saw the Superbowl show from @BrunoMars True performance, old school entertainment @jamareoartis smashing it as always http",0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
beccaspena,41673.39306,This is a rant about gun control. He's talking about the war of 1812 https://t.co/XMgr1GphQD,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
ConnorWhitney64,41673.39306,@Lucas_Johnston @shimonabramov I'm pretty sure we're only at lavalee for a couple weeks then we hit the field if the snow's melted,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
FlawlessAKA,41673.39306,Congratulations to the Super Bowl Champions - Seattle Seahawks. Well done and well deserved. @RSherman_25 @Earl_Thomas @DangeRussWilson,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
HiiiPowerBitch,41673.39306,RT @TheEyeOfControl: Interesting fact:Pete Carroll makes all the players on the Seahawks take meditation and yoga classes to help purify th,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
poppamagic,41673.39306,Woman rides on faith from medical ordeal to advocate for heart association http://t.co/Cil95ElBPS,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
HeyyyImAngel,41673.39306,Instead of saying Seahawks I said seahorse I don't think I ever felt so ashamed in my entire life. ,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
nimi_badger,41673.39306,@McNamaraRivals this isn't what I read in the Den today? Good news!,0,0,0,Unknown,Unknown,Unknown,Unknown,Unknown
